data,produto,categoria,quantidade_vendida,preco_unitario,estoque_atual,estoque_minimo,dia_promocao,fornecedor
2025-06-26,Leite Integral,Laticínios,4,"17,88",173,32,False,Distribuidora Alfa
2025-06-26,Linguiça Suína,Carnes,4,"48,93",47,27,True,Bebidas Épsilon
2025-06-26,Picanha,Carnes,4,"35,77",71,26,False,Bebidas Épsilon
2025-06-26,Água Sanitária,Limpeza,3,"13,62",186,34,False,Distribuidora Alfa
2025-06-26,Linguiça Suína,Carnes,1,"18,81",136,21,True,Laticínios Gama
2025-06-26,Tomate,Hortifruti,4,"3,16",47,25,True,Bebidas Épsilon
2025-06-26,Lasanha Bolonhesa,Congelados,10,"9,62",110,37,False,Distribuidora Alfa
2025-06-26,Frango Filet,Carnes,5,"34,54",45,29,False,Distribuidora Alfa
2025-06-26,Suco de Laranja,Bebidas,1,"29,72",139,32,False,Limpeza Delta
2025-06-26,Banana,Hortifruti,11,"2,76",60,19,False,Produtor Beta
2025-06-26,Pizza Calabresa,Congelados,7,"29,73",134,37,False,Distribuidora Alfa
2025-06-26,Cerveja Pilsen,Bebidas,3,"35,76",51,32,False,Bebidas Épsilon
2025-06-26,Lasanha Bolonhesa,Congelados,10,"12,24",104,38,False,Laticínios Gama
2025-06-26,Tomate,Hortifruti,15,"3,06",72,15,True,Limpeza Delta
2025-06-26,Torta Doce,Padaria,6,"8,5",37,16,False,Limpeza Delta
2025-06-26,Pizza Calabresa,Congelados,10,"26,45",120,35,True,Limpeza Delta
2025-06-26,Banana,Hortifruti,3,"5,0",97,22,False,Limpeza Delta
2025-06-26,Pizza Calabresa,Congelados,8,"23,76",191,42,False,Distribuidora Alfa
2025-06-26,Açúcar Refinado,Mercearia,7,"11,08",152,34,False,Limpeza Delta
2025-06-26,Picanha,Carnes,3,"41,14",87,26,False,Laticínios Gama
2025-06-26,Detergente,Limpeza,9,"11,84",79,32,False,Distribuidora Alfa
2025-06-26,Linguiça Suína,Carnes,2,"18,36",56,32,False,Produtor Beta
2025-06-26,Frango Filet,Carnes,5,"45,68",132,23,False,Bebidas Épsilon
2025-06-26,Torta Doce,Padaria,2,"5,38",58,18,False,Distribuidora Alfa
2025-06-26,Feijão Carioca,Mercearia,4,"18,07",134,39,False,Laticínios Gama
2025-06-27,Linguiça Suína,Carnes,2,"32,82",148,32,False,Laticínios Gama
2025-06-27,Banana,Hortifruti,1,"7,16",84,12,False,Distribuidora Alfa
2025-06-27,Linguiça Suína,Carnes,1,"19,84",108,31,False,Produtor Beta
2025-06-27,Pão Francês,Padaria,11,"11,66",27,11,False,Produtor Beta
2025-06-27,Linguiça Suína,Carnes,4,"25,65",50,29,False,Produtor Beta
2025-06-27,Manteiga,Laticínios,1,"14,93",108,30,False,Limpeza Delta
2025-06-27,Linguiça Suína,Carnes,1,"21,73",95,26,True,Laticínios Gama
2025-06-27,Linguiça Suína,Carnes,5,"49,95",63,29,False,Limpeza Delta
2025-06-27,Café em Pó,Mercearia,1,"6,01",120,37,False,Bebidas Épsilon
2025-06-27,Lasanha Bolonhesa,Congelados,6,"14,6",184,34,False,Bebidas Épsilon
2025-06-27,Queijo Muçarela,Laticínios,2,"7,53",135,42,False,Produtor Beta
2025-06-27,Arroz 5kg,Mercearia,5,"22,76",160,43,True,Bebidas Épsilon
2025-06-27,Feijão Carioca,Mercearia,8,"7,67",88,34,False,Distribuidora Alfa
2025-06-27,Pão de Queijo,Padaria,4,"9,83",40,15,False,Laticínios Gama
2025-06-27,Batata Frita,Congelados,10,"15,16",158,35,True,Produtor Beta
2025-06-27,Desinfetante,Limpeza,10,"19,82",82,31,False,Distribuidora Alfa
2025-06-27,Suco de Laranja,Bebidas,3,"42,78",117,26,True,Laticínios Gama
2025-06-27,Cenoura,Hortifruti,5,"3,78",28,11,False,Limpeza Delta
2025-06-27,Manteiga,Laticínios,2,"14,66",184,30,False,Limpeza Delta
2025-06-27,Frango Filet,Carnes,3,"47,8",142,32,False,Laticínios Gama
2025-06-27,Pão Francês,Padaria,7,"7,58",38,21,False,Laticínios Gama
2025-06-27,Feijão Carioca,Mercearia,4,"25,15",81,37,True,Distribuidora Alfa
2025-06-27,Frango Filet,Carnes,5,"34,59",123,20,False,Laticínios Gama
2025-06-27,Iogurte Natural,Laticínios,10,"18,57",136,32,False,Produtor Beta
2025-06-27,Banana,Hortifruti,7,"9,54",75,10,True,Produtor Beta
2025-06-27,Linguiça Suína,Carnes,1,"38,61",133,33,False,Distribuidora Alfa
2025-06-27,Manteiga,Laticínios,4,"11,95",156,40,True,Laticínios Gama
2025-06-27,Lasanha Bolonhesa,Congelados,8,"6,07",136,42,True,Laticínios Gama
2025-06-28,Óleo de Soja,Mercearia,3,"7,73",180,38,False,Limpeza Delta
2025-06-28,Sabão em Pó,Limpeza,4,"24,1",85,37,False,Distribuidora Alfa
2025-06-28,Desinfetante,Limpeza,2,"25,96",95,43,False,Bebidas Épsilon
2025-06-28,Queijo Muçarela,Laticínios,8,"18,07",105,30,False,Distribuidora Alfa
2025-06-28,Óleo de Soja,Mercearia,5,"16,4",80,32,True,Limpeza Delta
2025-06-28,Lasanha Bolonhesa,Congelados,6,"19,08",158,34,False,Produtor Beta
2025-06-28,Iogurte Natural,Laticínios,7,"18,01",95,44,False,Distribuidora Alfa
2025-06-28,Suco de Laranja,Bebidas,5,"45,62",83,32,False,Distribuidora Alfa
2025-06-28,Arroz 5kg,Mercearia,6,"19,59",110,31,False,Produtor Beta
2025-06-28,Lasanha Bolonhesa,Congelados,1,"18,9",176,35,False,Distribuidora Alfa
2025-06-28,Linguiça Suína,Carnes,3,"16,36",60,24,False,Distribuidora Alfa
2025-06-28,Detergente,Limpeza,8,"21,76",91,31,True,Limpeza Delta
2025-06-28,Pizza Calabresa,Congelados,4,"19,98",194,31,False,Bebidas Épsilon
2025-06-28,Pão Francês,Padaria,13,"2,51",29,24,False,Limpeza Delta
2025-06-28,Detergente,Limpeza,10,"20,6",114,39,False,Bebidas Épsilon
2025-06-28,Pão de Queijo,Padaria,10,"2,59",20,25,True,Laticínios Gama
2025-06-28,Óleo de Soja,Mercearia,5,"28,58",106,36,False,Distribuidora Alfa
2025-06-28,Cenoura,Hortifruti,6,"10,85",70,10,False,Produtor Beta
2025-06-28,Lasanha Bolonhesa,Congelados,4,"12,14",123,44,False,Distribuidora Alfa
2025-06-28,Queijo Muçarela,Laticínios,5,"9,32",161,35,False,Limpeza Delta
2025-06-28,Suco de Laranja,Bebidas,5,"37,88",81,24,False,Bebidas Épsilon
2025-06-28,Suco de Laranja,Bebidas,3,"49,23",110,27,False,Limpeza Delta
2025-06-28,Pizza Calabresa,Congelados,9,"8,32",158,33,False,Limpeza Delta
2025-06-28,Água Sanitária,Limpeza,8,"23,08",190,43,False,Limpeza Delta
2025-06-28,Desinfetante,Limpeza,3,"24,75",158,39,False,Distribuidora Alfa
2025-06-28,Torta Doce,Padaria,8,"4,92",66,23,False,Produtor Beta
2025-06-28,Café em Pó,Mercearia,9,"25,14",176,44,False,Produtor Beta
2025-06-28,Água Mineral,Bebidas,4,"17,45",50,21,False,Limpeza Delta
2025-06-28,Suco de Laranja,Bebidas,5,"26,42",94,27,True,Produtor Beta
2025-06-28,Açúcar Refinado,Mercearia,10,"14,21",77,34,True,Laticínios Gama
2025-06-28,Frango Filet,Carnes,3,"40,89",51,25,True,Bebidas Épsilon
2025-06-28,Desinfetante,Limpeza,1,"26,8",155,34,False,Distribuidora Alfa
2025-06-28,Batata Frita,Congelados,8,"27,44",166,37,False,Distribuidora Alfa
2025-06-28,Manteiga,Laticínios,6,"12,77",135,39,False,Bebidas Épsilon
2025-06-28,Pizza Calabresa,Congelados,2,"12,91",101,44,True,Distribuidora Alfa
2025-06-28,Manteiga,Laticínios,4,"21,48",136,36,True,Laticínios Gama
2025-06-28,Banana,Hortifruti,2,"11,07",63,23,False,Limpeza Delta
2025-06-28,Cerveja Pilsen,Bebidas,2,"48,77",48,35,False,Distribuidora Alfa
2025-06-28,Açúcar Refinado,Mercearia,7,"9,53",189,32,False,Bebidas Épsilon
2025-06-28,Pizza Calabresa,Congelados,5,"13,53",147,34,False,Distribuidora Alfa
2025-06-28,Alface,Hortifruti,2,"9,19",50,19,False,Produtor Beta
2025-06-28,Picanha,Carnes,5,"19,44",114,21,True,Limpeza Delta
2025-06-28,Manteiga,Laticínios,4,"28,21",196,37,False,Laticínios Gama
2025-06-29,Linguiça Suína,Carnes,2,"12,0",120,31,False,Laticínios Gama
2025-06-29,Açúcar Refinado,Mercearia,6,"11,91",166,30,False,Limpeza Delta
2025-06-29,Pão Francês,Padaria,13,"8,51",35,15,True,Bebidas Épsilon
2025-06-29,Iogurte Natural,Laticínios,1,"15,67",142,45,False,Distribuidora Alfa
2025-06-29,Lasanha Bolonhesa,Congelados,9,"18,26",189,30,True,Distribuidora Alfa
2025-06-29,Pão de Queijo,Padaria,6,"10,62",52,14,True,Produtor Beta
2025-06-29,Cenoura,Hortifruti,11,"10,69",64,25,True,Produtor Beta
2025-06-29,Água Mineral,Bebidas,1,"42,46",83,28,True,Distribuidora Alfa
2025-06-29,Tomate,Hortifruti,5,"2,51",67,11,True,Laticínios Gama
2025-06-29,Pão Francês,Padaria,14,"10,82",86,18,False,Limpeza Delta
2025-06-29,Detergente,Limpeza,6,"19,08",87,32,False,Distribuidora Alfa
2025-06-29,Desinfetante,Limpeza,9,"10,54",81,38,False,Limpeza Delta
2025-06-29,Batata Frita,Congelados,5,"19,45",139,44,False,Distribuidora Alfa
2025-06-29,Suco de Laranja,Bebidas,3,"46,14",77,23,True,Produtor Beta
2025-06-29,Torta Doce,Padaria,9,"6,38",64,18,False,Produtor Beta
2025-06-29,Frango Filet,Carnes,1,"49,81",113,35,False,Distribuidora Alfa
2025-06-29,Iogurte Natural,Laticínios,1,"24,08",170,38,False,Limpeza Delta
2025-06-29,Cerveja Pilsen,Bebidas,1,"48,01",149,27,False,Produtor Beta
2025-06-29,Refrigerante Cola,Bebidas,2,"12,0",55,23,False,Produtor Beta
2025-06-29,Cerveja Pilsen,Bebidas,5,"37,43",86,23,False,Produtor Beta
2025-06-29,Manteiga,Laticínios,3,"22,97",99,33,False,Laticínios Gama
2025-06-29,Água Mineral,Bebidas,1,"10,34",123,33,False,Distribuidora Alfa
2025-06-29,Suco de Laranja,Bebidas,5,"27,22",96,31,True,Distribuidora Alfa
2025-06-29,Água Sanitária,Limpeza,4,"12,3",130,44,False,Produtor Beta
2025-06-29,Batata Frita,Congelados,2,"7,4",188,39,False,Limpeza Delta
2025-06-29,Pizza Calabresa,Congelados,4,"29,32",109,32,False,Distribuidora Alfa
2025-06-29,Bolo de Fubá,Padaria,13,"9,79",75,16,False,Bebidas Épsilon
2025-06-29,Café em Pó,Mercearia,9,"17,26",186,36,False,Laticínios Gama
2025-06-29,Batata Frita,Congelados,2,"17,84",87,36,False,Bebidas Épsilon
2025-06-30,Tomate,Hortifruti,4,"5,46",53,24,False,Produtor Beta
2025-06-30,Bolo de Fubá,Padaria,4,"3,54",59,16,False,Laticínios Gama
2025-06-30,Pão de Queijo,Padaria,9,"6,05",74,13,False,Produtor Beta
2025-06-30,Feijão Carioca,Mercearia,1,"11,17",192,34,False,Laticínios Gama
2025-06-30,Maçã,Hortifruti,9,"11,01",26,12,False,Bebidas Épsilon
2025-06-30,Iogurte Natural,Laticínios,6,"28,52",101,40,False,Distribuidora Alfa
2025-06-30,Pizza Calabresa,Congelados,3,"17,28",183,30,False,Distribuidora Alfa
2025-06-30,Leite Integral,Laticínios,3,"24,71",155,39,False,Laticínios Gama
2025-06-30,Pão Francês,Padaria,6,"7,78",84,16,False,Produtor Beta
2025-06-30,Iogurte Natural,Laticínios,5,"24,92",165,41,False,Laticínios Gama
2025-06-30,Açúcar Refinado,Mercearia,5,"6,29",194,30,True,Limpeza Delta
2025-06-30,Sabão em Pó,Limpeza,10,"6,66",122,42,False,Produtor Beta
2025-06-30,Bolo de Fubá,Padaria,8,"10,46",59,16,False,Bebidas Épsilon
2025-06-30,Café em Pó,Mercearia,2,"6,98",122,38,True,Produtor Beta
2025-06-30,Linguiça Suína,Carnes,2,"16,84",83,22,True,Produtor Beta
2025-06-30,Pão Francês,Padaria,3,"11,38",55,10,False,Produtor Beta
2025-06-30,Frango Filet,Carnes,2,"19,69",102,29,False,Limpeza Delta
2025-06-30,Pão de Queijo,Padaria,1,"3,0",66,12,False,Limpeza Delta
2025-06-30,Cenoura,Hortifruti,5,"10,93",83,17,True,Produtor Beta
2025-06-30,Café em Pó,Mercearia,8,"18,74",127,41,False,Bebidas Épsilon
2025-06-30,Picanha,Carnes,1,"37,66",130,27,False,Laticínios Gama
2025-06-30,Alface,Hortifruti,6,"6,41",84,12,False,Limpeza Delta
2025-06-30,Água Sanitária,Limpeza,3,"5,57",176,34,False,Bebidas Épsilon
2025-06-30,Alface,Hortifruti,1,"4,95",43,19,True,Limpeza Delta
2025-06-30,Café em Pó,Mercearia,7,"20,47",138,45,True,Laticínios Gama
2025-06-30,Lasanha Bolonhesa,Congelados,1,"16,75",159,30,False,Limpeza Delta
2025-06-30,Cerveja Pilsen,Bebidas,1,"31,54",69,27,False,Limpeza Delta
2025-07-01,Tomate,Hortifruti,6,"10,93",81,12,False,Limpeza Delta
2025-07-01,Batata Frita,Congelados,8,"20,3",82,41,False,Laticínios Gama
2025-07-01,Maçã,Hortifruti,11,"11,26",56,18,False,Limpeza Delta
2025-07-01,Suco de Laranja,Bebidas,5,"47,56",72,20,False,Distribuidora Alfa
2025-07-01,Iogurte Natural,Laticínios,4,"22,57",144,44,False,Limpeza Delta
2025-07-01,Água Sanitária,Limpeza,8,"17,37",181,42,False,Laticínios Gama
2025-07-01,Picanha,Carnes,5,"45,42",102,34,False,Laticínios Gama
2025-07-01,Torta Doce,Padaria,10,"8,24",44,10,False,Laticínios Gama
2025-07-01,Pizza Calabresa,Congelados,3,"23,23",82,44,False,Produtor Beta
2025-07-01,Manteiga,Laticínios,4,"8,56",171,32,False,Distribuidora Alfa
2025-07-01,Banana,Hortifruti,13,"7,67",86,15,False,Distribuidora Alfa
2025-07-01,Banana,Hortifruti,13,"7,38",41,18,False,Laticínios Gama
2025-07-01,Torta Doce,Padaria,6,"10,69",48,24,False,Limpeza Delta
2025-07-01,Detergente,Limpeza,5,"18,91",106,33,False,Distribuidora Alfa
2025-07-01,Suco de Laranja,Bebidas,3,"44,3",108,29,False,Limpeza Delta
2025-07-01,Frango Filet,Carnes,2,"12,42",125,26,False,Produtor Beta
2025-07-01,Arroz 5kg,Mercearia,9,"14,22",76,44,False,Laticínios Gama
2025-07-01,Leite Integral,Laticínios,4,"14,96",145,42,False,Bebidas Épsilon
2025-07-01,Café em Pó,Mercearia,10,"14,46",153,36,False,Limpeza Delta
2025-07-01,Pão Francês,Padaria,12,"7,06",30,11,False,Limpeza Delta
2025-07-01,Suco de Laranja,Bebidas,4,"41,83",134,27,False,Distribuidora Alfa
2025-07-01,Leite Integral,Laticínios,1,"29,92",166,45,True,Laticínios Gama
2025-07-01,Manteiga,Laticínios,7,"9,71",140,34,False,Produtor Beta
2025-07-01,Banana,Hortifruti,5,"3,32",49,18,True,Distribuidora Alfa
2025-07-02,Café em Pó,Mercearia,6,"20,24",136,45,False,Laticínios Gama
2025-07-02,Leite Integral,Laticínios,10,"18,66",90,40,False,Limpeza Delta
2025-07-02,Alface,Hortifruti,4,"4,54",35,12,False,Distribuidora Alfa
2025-07-02,Batata Frita,Congelados,5,"29,07",131,37,True,Limpeza Delta
2025-07-02,Feijão Carioca,Mercearia,8,"20,11",117,31,True,Produtor Beta
2025-07-02,Manteiga,Laticínios,10,"17,33",136,40,True,Produtor Beta
2025-07-02,Desinfetante,Limpeza,2,"7,98",86,39,False,Bebidas Épsilon
2025-07-02,Iogurte Natural,Laticínios,10,"5,86",174,37,False,Limpeza Delta
2025-07-02,Cerveja Pilsen,Bebidas,1,"28,28",97,25,True,Laticínios Gama
2025-07-02,Refrigerante Cola,Bebidas,1,"18,18",146,24,False,Produtor Beta
2025-07-02,Cenoura,Hortifruti,12,"9,2",69,10,True,Laticínios Gama
2025-07-02,Cerveja Pilsen,Bebidas,3,"45,82",116,24,False,Laticínios Gama
2025-07-02,Refrigerante Cola,Bebidas,5,"34,44",73,23,False,Laticínios Gama
2025-07-02,Torta Doce,Padaria,7,"9,46",83,24,False,Laticínios Gama
2025-07-02,Bolo de Fubá,Padaria,10,"2,68",87,10,False,Distribuidora Alfa
2025-07-02,Iogurte Natural,Laticínios,2,"14,0",149,39,False,Produtor Beta
2025-07-02,Pão Francês,Padaria,4,"11,85",69,20,False,Laticínios Gama
2025-07-02,Água Mineral,Bebidas,2,"17,15",114,25,False,Produtor Beta
2025-07-02,Lasanha Bolonhesa,Congelados,3,"19,0",128,40,False,Bebidas Épsilon
2025-07-02,Frango Filet,Carnes,1,"29,75",64,24,False,Laticínios Gama
2025-07-02,Desinfetante,Limpeza,5,"7,74",118,44,False,Laticínios Gama
2025-07-02,Leite Integral,Laticínios,3,"29,34",183,38,True,Bebidas Épsilon
2025-07-02,Óleo de Soja,Mercearia,5,"11,57",183,45,False,Laticínios Gama
2025-07-02,Cerveja Pilsen,Bebidas,4,"17,38",135,21,False,Distribuidora Alfa
2025-07-02,Detergente,Limpeza,8,"27,8",126,45,False,Laticínios Gama
2025-07-02,Leite Integral,Laticínios,8,"20,64",128,30,False,Produtor Beta
2025-07-02,Picanha,Carnes,2,"31,36",110,34,False,Limpeza Delta
2025-07-02,Manteiga,Laticínios,7,"23,32",119,40,False,Laticínios Gama
2025-07-02,Bolo de Fubá,Padaria,11,"11,07",62,15,True,Produtor Beta
2025-07-02,Queijo Muçarela,Laticínios,10,"7,1",190,44,False,Laticínios Gama
2025-07-02,Arroz 5kg,Mercearia,7,"22,85",82,33,False,Limpeza Delta
2025-07-02,Detergente,Limpeza,7,"8,91",81,37,True,Limpeza Delta
2025-07-02,Água Mineral,Bebidas,1,"30,27",131,30,False,Produtor Beta
2025-07-02,Água Mineral,Bebidas,1,"11,5",55,32,False,Laticínios Gama
2025-07-02,Picanha,Carnes,2,"10,03",136,34,True,Limpeza Delta
2025-07-02,Frango Filet,Carnes,4,"16,25",117,31,True,Laticínios Gama
2025-07-03,Feijão Carioca,Mercearia,9,"29,78",185,43,True,Laticínios Gama
2025-07-03,Lasanha Bolonhesa,Congelados,5,"27,73",114,31,True,Distribuidora Alfa
2025-07-03,Manteiga,Laticínios,7,"22,62",115,44,False,Bebidas Épsilon
2025-07-03,Manteiga,Laticínios,6,"29,14",187,44,False,Bebidas Épsilon
2025-07-03,Suco de Laranja,Bebidas,5,"27,84",122,33,False,Laticínios Gama
2025-07-03,Queijo Muçarela,Laticínios,4,"25,39",100,31,False,Bebidas Épsilon
2025-07-03,Batata Frita,Congelados,4,"18,42",107,38,False,Limpeza Delta
2025-07-03,Óleo de Soja,Mercearia,10,"22,96",81,43,True,Limpeza Delta
2025-07-03,Desinfetante,Limpeza,1,"15,13",137,44,True,Distribuidora Alfa
2025-07-03,Água Mineral,Bebidas,3,"36,87",58,23,False,Produtor Beta
2025-07-03,Manteiga,Laticínios,3,"25,7",83,37,False,Limpeza Delta
2025-07-03,Picanha,Carnes,2,"23,95",118,31,False,Bebidas Épsilon
2025-07-03,Bolo de Fubá,Padaria,2,"8,06",96,14,False,Distribuidora Alfa
2025-07-03,Lasanha Bolonhesa,Congelados,1,"12,86",160,41,False,Bebidas Épsilon
2025-07-03,Frango Filet,Carnes,2,"38,69",114,31,False,Distribuidora Alfa
2025-07-03,Tomate,Hortifruti,7,"7,41",75,22,False,Bebidas Épsilon
2025-07-03,Lasanha Bolonhesa,Congelados,1,"6,95",172,43,True,Bebidas Épsilon
2025-07-03,Frango Filet,Carnes,5,"24,74",82,21,False,Laticínios Gama
2025-07-03,Picanha,Carnes,3,"19,95",109,29,False,Bebidas Épsilon
2025-07-03,Batata Frita,Congelados,2,"22,86",192,33,False,Produtor Beta
2025-07-03,Maçã,Hortifruti,2,"10,56",67,14,True,Produtor Beta
2025-07-03,Cenoura,Hortifruti,5,"8,49",30,18,False,Laticínios Gama
2025-07-03,Bolo de Fubá,Padaria,7,"10,06",35,17,False,Produtor Beta
2025-07-03,Suco de Laranja,Bebidas,2,"30,53",48,30,False,Produtor Beta
2025-07-04,Açúcar Refinado,Mercearia,6,"21,86",76,33,False,Produtor Beta
2025-07-04,Feijão Carioca,Mercearia,1,"5,39",198,44,False,Laticínios Gama
2025-07-04,Refrigerante Cola,Bebidas,4,"18,43",126,30,True,Limpeza Delta
2025-07-04,Feijão Carioca,Mercearia,6,"9,76",183,40,False,Bebidas Épsilon
2025-07-04,Bolo de Fubá,Padaria,4,"8,68",85,10,True,Produtor Beta
2025-07-04,Cenoura,Hortifruti,5,"8,14",55,12,False,Distribuidora Alfa
2025-07-04,Detergente,Limpeza,9,"27,39",149,40,False,Bebidas Épsilon
2025-07-04,Bolo de Fubá,Padaria,13,"7,76",65,17,False,Laticínios Gama
2025-07-04,Pizza Calabresa,Congelados,9,"10,51",177,42,False,Bebidas Épsilon
2025-07-04,Cerveja Pilsen,Bebidas,4,"10,91",140,30,False,Distribuidora Alfa
2025-07-04,Bolo de Fubá,Padaria,10,"5,14",41,14,False,Distribuidora Alfa
2025-07-04,Torta Doce,Padaria,12,"4,93",33,25,False,Laticínios Gama
2025-07-04,Maçã,Hortifruti,5,"11,52",29,12,False,Laticínios Gama
2025-07-04,Arroz 5kg,Mercearia,5,"29,02",149,30,False,Distribuidora Alfa
2025-07-04,Leite Integral,Laticínios,10,"7,69",95,44,False,Bebidas Épsilon
2025-07-04,Cenoura,Hortifruti,11,"6,21",39,17,True,Distribuidora Alfa
2025-07-04,Alface,Hortifruti,6,"7,23",42,19,False,Laticínios Gama
2025-07-04,Cerveja Pilsen,Bebidas,1,"29,24",123,22,False,Bebidas Épsilon
2025-07-04,Lasanha Bolonhesa,Congelados,4,"8,91",115,32,False,Bebidas Épsilon
2025-07-04,Torta Doce,Padaria,4,"7,23",59,20,False,Bebidas Épsilon
2025-07-04,Refrigerante Cola,Bebidas,4,"35,17",50,25,False,Bebidas Épsilon
2025-07-04,Sabão em Pó,Limpeza,7,"9,41",124,31,False,Laticínios Gama
2025-07-04,Banana,Hortifruti,7,"3,94",58,11,False,Laticínios Gama
2025-07-04,Frango Filet,Carnes,2,"28,59",99,31,True,Limpeza Delta
2025-07-04,Desinfetante,Limpeza,1,"10,67",90,43,False,Distribuidora Alfa
2025-07-04,Suco de Laranja,Bebidas,5,"42,48",90,31,False,Distribuidora Alfa
2025-07-04,Queijo Muçarela,Laticínios,6,"13,1",143,40,False,Limpeza Delta
2025-07-04,Óleo de Soja,Mercearia,7,"10,07",135,32,False,Produtor Beta
2025-07-04,Alface,Hortifruti,13,"11,14",20,21,False,Produtor Beta
2025-07-04,Feijão Carioca,Mercearia,6,"5,7",79,38,False,Produtor Beta
2025-07-04,Leite Integral,Laticínios,2,"24,41",159,40,False,Laticínios Gama
2025-07-04,Pão Francês,Padaria,4,"10,94",71,23,False,Produtor Beta
2025-07-04,Pizza Calabresa,Congelados,10,"12,38",101,42,True,Produtor Beta
2025-07-04,Frango Filet,Carnes,4,"42,3",98,33,False,Laticínios Gama
2025-07-04,Detergente,Limpeza,6,"18,29",142,39,False,Bebidas Épsilon
2025-07-04,Suco de Laranja,Bebidas,4,"30,8",106,34,True,Bebidas Épsilon
2025-07-04,Frango Filet,Carnes,4,"23,87",60,35,False,Bebidas Épsilon
2025-07-05,Maçã,Hortifruti,7,"6,48",82,10,True,Produtor Beta
2025-07-05,Tomate,Hortifruti,1,"9,78",72,13,False,Laticínios Gama
2025-07-05,Leite Integral,Laticínios,6,"19,3",171,33,False,Laticínios Gama
2025-07-05,Bolo de Fubá,Padaria,4,"5,03",32,23,False,Bebidas Épsilon
2025-07-05,Queijo Muçarela,Laticínios,10,"6,19",189,35,False,Produtor Beta
2025-07-05,Batata Frita,Congelados,6,"23,73",75,39,True,Distribuidora Alfa
2025-07-05,Detergente,Limpeza,3,"5,24",103,45,False,Bebidas Épsilon
2025-07-05,Óleo de Soja,Mercearia,1,"12,38",166,36,False,Limpeza Delta
2025-07-05,Frango Filet,Carnes,3,"40,69",126,28,False,Distribuidora Alfa
2025-07-05,Açúcar Refinado,Mercearia,5,"19,39",176,32,True,Limpeza Delta
2025-07-05,Leite Integral,Laticínios,3,"12,56",82,36,False,Distribuidora Alfa
2025-07-05,Desinfetante,Limpeza,10,"6,1",87,30,False,Distribuidora Alfa
2025-07-05,Pão de Queijo,Padaria,5,"5,07",40,16,False,Produtor Beta
2025-07-05,Água Sanitária,Limpeza,1,"20,65",191,31,False,Laticínios Gama
2025-07-05,Manteiga,Laticínios,8,"19,98",179,43,False,Limpeza Delta
2025-07-05,Bolo de Fubá,Padaria,3,"6,02",88,19,False,Bebidas Épsilon
2025-07-05,Batata Frita,Congelados,1,"22,5",181,31,False,Bebidas Épsilon
2025-07-05,Cerveja Pilsen,Bebidas,2,"22,36",94,31,True,Bebidas Épsilon
2025-07-05,Bolo de Fubá,Padaria,2,"7,85",60,20,False,Produtor Beta
2025-07-05,Linguiça Suína,Carnes,4,"14,74",132,21,False,Bebidas Épsilon
2025-07-05,Cerveja Pilsen,Bebidas,4,"21,73",125,28,False,Bebidas Épsilon
2025-07-05,Lasanha Bolonhesa,Congelados,8,"11,97",183,31,False,Limpeza Delta
2025-07-05,Arroz 5kg,Mercearia,10,"21,68",144,33,False,Bebidas Épsilon
2025-07-06,Picanha,Carnes,1,"30,78",141,29,True,Limpeza Delta
2025-07-06,Picanha,Carnes,4,"15,85",54,22,True,Limpeza Delta
2025-07-06,Iogurte Natural,Laticínios,9,"15,64",174,42,False,Laticínios Gama
2025-07-06,Cerveja Pilsen,Bebidas,2,"19,34",93,25,False,Distribuidora Alfa
2025-07-06,Bolo de Fubá,Padaria,9,"7,17",57,22,True,Produtor Beta
2025-07-06,Banana,Hortifruti,15,"4,23",29,17,False,Laticínios Gama
2025-07-06,Água Sanitária,Limpeza,3,"27,0",143,30,False,Limpeza Delta
2025-07-06,Iogurte Natural,Laticínios,7,"6,94",181,32,False,Produtor Beta
2025-07-06,Manteiga,Laticínios,10,"11,15",141,42,False,Distribuidora Alfa
2025-07-06,Batata Frita,Congelados,10,"5,76",105,32,True,Bebidas Épsilon
2025-07-06,Açúcar Refinado,Mercearia,3,"26,47",122,30,False,Laticínios Gama
2025-07-06,Bolo de Fubá,Padaria,5,"6,31",66,23,True,Laticínios Gama
2025-07-06,Refrigerante Cola,Bebidas,1,"37,52",139,21,False,Produtor Beta
2025-07-06,Feijão Carioca,Mercearia,8,"13,56",156,36,False,Distribuidora Alfa
2025-07-06,Manteiga,Laticínios,9,"28,46",153,36,False,Limpeza Delta
2025-07-06,Frango Filet,Carnes,3,"17,65",68,24,True,Laticínios Gama
2025-07-06,Bolo de Fubá,Padaria,3,"4,62",37,24,False,Limpeza Delta
2025-07-06,Água Mineral,Bebidas,3,"33,58",53,21,False,Limpeza Delta
2025-07-06,Café em Pó,Mercearia,4,"10,26",80,34,False,Laticínios Gama
2025-07-06,Óleo de Soja,Mercearia,6,"18,81",74,38,True,Limpeza Delta
2025-07-06,Detergente,Limpeza,4,"23,71",102,39,False,Bebidas Épsilon
2025-07-06,Alface,Hortifruti,6,"11,3",47,10,False,Laticínios Gama
2025-07-06,Leite Integral,Laticínios,7,"22,4",189,34,False,Distribuidora Alfa
2025-07-06,Frango Filet,Carnes,5,"44,05",83,21,False,Bebidas Épsilon
2025-07-06,Pão de Queijo,Padaria,3,"9,84",83,20,True,Bebidas Épsilon
2025-07-06,Torta Doce,Padaria,2,"4,42",49,13,False,Distribuidora Alfa
